"id","code","group_id/id","name","user_type_id/id","reconcile","chart_template_id/id"
"pcg_71880000","71880000","account.data_account_group_718","Autres produits d’exploitation des exercices antérieurs","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_71900000","71900000","account.data_account_group_719","Reprise d’exploitation, transferts de charges","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_71910000","71910000","account.data_account_group_719","Reprises sur amortissements de l’immobilisation en non valeurs","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_71920000","71920000","account.data_account_group_719","Reprises sur amortissements des immobilisations incorporelles","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_71930000","71930000","account.data_account_group_719","Reprises sur amortissements des immobilisations corporelles","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_71940000","71940000","account.data_account_group_719","Reprises sur provisions pour dépréciation des immobilisations","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_71950000","71950000","account.data_account_group_719","Reprises sur provisions pour risques et charges","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_71960000","71960000","account.data_account_group_719","Reprises sur provisions pour dépréciation de l’actif circulant","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_71970000","71970000","account.data_account_group_719","Transferts des charges d’exploitation","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_71971000","71971000","account.data_account_group_719","T,C,E - Achats de marchandises","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_71972000","71972000","account.data_account_group_719","T,C,E - Achats consommés de matières et fournitures","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_71973000","71973000","account.data_account_group_719","T,C,E - Autes charges externes","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_71975000","71975000","account.data_account_group_719","T,C,E - Impôts et taxes","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_71976000","71976000","account.data_account_group_719","T,C,E - Charges de personnel","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_71978000","71978000","account.data_account_group_719","T,C,E - Autres charges d'exploitation","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_71980000","71980000","account.data_account_group_719","Reprises sur amortissements et provisions des exercices antérieurs","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_71981000","71981000","account.data_account_group_719","Reprises sur amortissements des exercices antérieurs","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_71984000","71984000","account.data_account_group_719","Reprises sur provisions des exercices antérieurs","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_73000000","73000000","","PRODUITS FINANCIERS","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_73200000","73200000","account.data_account_group_732","Produits des titres de participation et des autres titres immobilisés","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_73210000","73210000","account.data_account_group_732","Revenus des titres de participation","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_73250000","73250000","account.data_account_group_732","Revenus des titres immobilisés","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_73280000","73280000","account.data_account_group_732","Produits des titres de participation et des autres titres immobilisés des exercices antérieurs","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_73300000","73300000","account.data_account_group_733","Gains de change","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_73310000","73310000","account.data_account_group_733","Gains de change propres à l’exercice","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_73380000","73380000","account.data_account_group_733","Gains de change des exercices antérieurs","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_73800000","73800000","account.data_account_group_738","Intérêts et autres produits financiers","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_73810000","73810000","account.data_account_group_738","Intérêts et produits assimilés","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_73811000","73811000","account.data_account_group_738","Intérêts des prêts","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_73813000","73813000","account.data_account_group_738","Revenus des autres créances financières","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_73830000","73830000","account.data_account_group_738","Revenus des créances rattachées à des participations","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_73840000","73840000","account.data_account_group_738","Revenus des titres et valeurs de placement","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_73850000","73850000","account.data_account_group_738","Produits nets sur cessions de titres et valeurs de placement","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_73860000","73860000","account.data_account_group_738","Escomptes obtenus","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_73880000","73880000","account.data_account_group_738","Intérêts et autres produits financiers des exercices antérieurs","account.data_account_type_revenue","FAUX","l10n_ma_temp_chart"
"pcg_73900000","73900000","account.data_account_group_739","Reprises financières, transferts de charges","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_73910000","73910000","account.data_account_group_739","Reprises sur amortissements des primes de remboursement des obligations","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_73920000","73920000","account.data_account_group_739","Reprises sur provisions pour dépréciation des immobilisations financières","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_73930000","73930000","account.data_account_group_739","Reprises sur provisions pour risques et charges financières","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_73940000","73940000","account.data_account_group_739","Reprise sur provisions pour dépréciation des titres et valeurs de placement","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_73960000","73960000","account.data_account_group_739","Reprises sur provisions pour dépréciation des comptes de trésorerie","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_73970000","73970000","account.data_account_group_739","Transfert de charges financières","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_73971000","73971000","account.data_account_group_739","Transfert - Charges d'intérêts","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_73973000","73973000","account.data_account_group_739","Transfert - Pertes de change","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_73978000","73978000","account.data_account_group_739","Transfert - Autres charges financières","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_73980000","73980000","account.data_account_group_739","Reprises sur dotations financières des exercices antérieurs","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75000000","75000000","","PRODUITS NON COURANTS","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75100000","75100000","account.data_account_group_751","Produits des cessions d’immobilisations","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75120000","75120000","account.data_account_group_751","Produits des cessions des immobilisations incorporelles","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75130000","75130000","account.data_account_group_751","Produits des cessions des immobilisations corporelles","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75140000","75140000","account.data_account_group_751","Produits des cessions des immobilisations financières (droits de propriété)","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75180000","75180000","account.data_account_group_751","Produits des cessions des immobilisations des exercices antérieurs","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75600000","75600000","account.data_account_group_756","Subventions d’équilibre","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75610000","75610000","account.data_account_group_756","Subventions d’équilibre reçues de l’exercice","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75680000","75680000","account.data_account_group_756","Subventions d’équilibre reçues des exercices antérieurs","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75700000","75700000","account.data_account_group_757","Reprise sur subventions d’investissements","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75770000","75770000","account.data_account_group_757","Reprises sur subventions d’investissement de l’exercice","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75780000","75780000","account.data_account_group_757","Reprises sur subventions d’investissement des exercices antérieurs","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75800000","75800000","account.data_account_group_758","Autres produits non courants","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75810000","75810000","account.data_account_group_758","Pénalités et dédits reçus","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75811000","75811000","account.data_account_group_758","Pénalités reçues sur marchés","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75812000","75812000","account.data_account_group_758","Dédits reçus","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75820000","75820000","account.data_account_group_758","Dégrèvement d’impôts (autres qu’impôts sur les résultats)","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75850000","75850000","account.data_account_group_758","Rentrées sur créances soldées","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75860000","75860000","account.data_account_group_758","Dons, libéralités et lots reçus","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75861000","75861000","account.data_account_group_758","Dons","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75862000","75862000","account.data_account_group_758","Libéralités","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75863000","75863000","account.data_account_group_758","Lots","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75880000","75880000","account.data_account_group_758","Autres produits non courants des exercices antérieurs","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75900000","75900000","account.data_account_group_759","REPRISE NON COURANTE TRANSFERT DE CHARGE","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75910000","75910000","account.data_account_group_759","Reprises non courantes sur amortissements exceptionnels des immobilisations","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75940000","75940000","account.data_account_group_759","Reprises non courantes sur provisions réglementées","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75950000","75950000","account.data_account_group_759","Reprises non courantes sur provisions pour risques et charges","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75955000","75955000","account.data_account_group_759","Reprises sur provisions pour risques et charges durables","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75957000","75957000","account.data_account_group_759","Reprises sur provisions pour risques et charges momentanés","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75960000","75960000","account.data_account_group_759","Reprises non courantes sur provisions pour dépréciation","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75962000","75962000","account.data_account_group_759","R,N,C sur provisions pour dépréciation de l'actif immobilisé","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75963000","75963000","account.data_account_group_759","R,N,C sur provisions pour dépréciation de l'actif circulant","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75970000","75970000","account.data_account_group_759","Transferts de charges non courantes","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_75980000","75980000","account.data_account_group_759","Reprises non courantes des exercices antérieurs.","account.data_account_type_other_income","FAUX","l10n_ma_temp_chart"
"pcg_34211000","34211000","","Clients - catégorie A","account.data_account_type_receivable","VRAI","l10n_ma_temp_chart"
"pcg_44111000","44111000","","Fournisseurs - catégorie A","account.data_account_type_payable","VRAI","l10n_ma_temp_chart"
